NUMBER OF TIMES THE ALGORITHM SEPANN REPEATS ITS LOOP:
Repeat times    n         c
      1       208445   1623.47
      1       208316   1623.47
      1       208187   1623.47
      1       208058   1623.47
      1       207929   1623.47
      1       207800   1623.47
      1       207672   1623.47
      1       207544   1623.47
      1       207416   1623.47
      1       207288   1623.47
      1       207160   1623.47
      1       207032   1623.47
      1       206904   1623.47
      1       206776   1623.47
      1       206648   1623.47
      1       206520   1623.47
      1       206392   1623.47
      1       206264   1623.47
      1       206136   1623.47
      1       206009   1623.47
      1       205882   1623.47
      1       205755   1623.47
      1       205628   1623.47
      1       205501   1623.47
      1       205374   1623.47
      1       205247   1623.47
      1       205120   1623.47
      1       204993   1623.47
      1       204866   1623.47
      1       204739   1623.47
      1       204612   1623.47
      1       204485   1623.47
      1       204359   1623.47
      1       204233   1623.47
      1       204107   1623.47
      1       203981   1623.47
      1       203855   1623.47
      1       203729   1623.47
      1       203603   1623.47
      1       203477   1623.47
      1       203351   1623.47
      1       203225   1623.47
      1       203099   1623.47
      1       202973   1623.47
      1       202847   1623.47
      1       202722   1623.47
      1       202597   1623.47
      1       202472   1623.47
      1       202347   1623.47
      1       202222   1623.47
      1       202097   1623.47
      1       201972   1623.47
      1       201847   1623.47
      1       201722   1623.47
      1       201597   1623.47
      1       201472   1623.47
      1       201347   1623.47
      1       201222   1623.47
      1       201098   1623.47
      1       200974   1623.47
      1       200850   1623.47
      1       200726   1623.47
      1       200602   1623.47
      1       200478   1623.47
      1       200354   1623.47
      1       200230   1623.47
      1       200106   1623.47
      1       199982   1623.47
      1       199858   1623.47
      1       199734   1623.47
      1       199610   1623.47
      1       199487   1623.47
      1       199364   1623.47
      1       199241   1623.47
      1       199118   1623.47
      1       198995   1623.47
      1       198872   1623.47
      1       198749   1623.47
      1       198626   1623.47
      1       198503   1623.47
      1       198380   1623.47
      1       198257   1623.47
      1       198134   1623.47
      1       198011   1623.47
      1       197889   1623.47
      1       197767   1623.47
      1       197645   1623.47
      1       197523   1623.47
      1       197401   1623.47
      1       197279   1623.47
      1       197157   1623.47
      1       197035   1623.47
      1       196913   1623.47
      1       196791   1623.47
      1       196669   1623.47
      1       196547   1623.47
      1       196425   1623.47
      1       196304   1623.47
      1       196183   1623.47
      1       196062   1623.47
      1       195941   1623.47
      1       195820   1623.47
      1       195699   1623.47
      1       195578   1623.47
      1       195457   1623.47
      1       195336   1623.47
      1       195215   1623.47
      1       195094   1623.47
      1       194973   1623.47
      1       194852   1623.47
      1       194731   1623.47
      1       194611   1623.47
      1       194491   1623.47
      1       194371   1623.47
      1       194251   1623.47
      1       194131   1623.47
      1       194011   1623.47
      1       193891   1623.47
      1       193771   1623.47
      1       193651   1623.47
      1       193531   1623.47
      1       193411   1623.47
      1       193291   1623.47
      1       193171   1623.47
      1       193052   1623.47
      1       192933   1623.47
      1       192814   1623.47
      1       192695   1623.47
      1       192576   1623.47
      1       192457   1623.47
      1       192338   1623.47
      1       192219   1623.47
      1       192100   1623.47
      1       191981   1623.47
      1       191862   1623.47
      1       191743   1623.47
      1       191624   1623.47
      1       191505   1623.47
      1       191387   1623.47
      1       191269   1623.47
      1       191151   1623.47
      1       191033   1623.47
      1       190915   1623.47
      1       190797   1623.47
      1       190679   1623.47
      1       190561   1623.47
      1       190443   1623.47
      1       190325   1623.47
      1       190207   1623.47
      1       190089   1623.47
      1       189971   1623.47
      1       189853   1623.47
      1       189736   1623.47
      1       189619   1623.47
      1       189502   1623.47
      1       189385   1623.47
      1       189268   1623.47
      1       189151   1623.47
      1       189034   1623.47
      1       188917   1623.47
      1       188800   1623.47
      1       188683   1623.47
      1       188566   1623.47
      1       188449   1623.47
      1       188332   1623.47
      1       188215   1623.47
      1       188099   1623.47
      1       187983   1623.47
      1       187867   1623.47
      1       187751   1623.47
      1       187635   1623.47
      1       187519   1623.47
      1       187403   1623.47
      1       187287   1623.47
      1       187171   1623.47
      1       187055   1623.47
      1       186939   1623.47
      1       186823   1623.47
      1       186707   1623.47
      1       186591   1623.47
      1       186476   1623.47
      1       186361   1623.47
      1       186246   1623.47
      1       186131   1623.47
      1       186016   1623.47
      1       185901   1623.47
      1       185786   1623.47
      1       185671   1623.47
      1       185556   1623.47
      1       185441   1623.47
      1       185326   1623.47
      1       185211   1623.47
      1       185096   1623.47
      1       184981   1623.47
      1       184867   1623.47
      1       184753   1623.47
      1       184639   1623.47
      1       184525   1623.47
      1       184411   1623.47
      1       184297   1623.47
      1       184183   1623.47
      1       184069   1623.47
      1       183955   1623.47
      1       183841   1623.47
      1       183727   1623.47
      1       183613   1623.47
      1       183499   1623.47
      1       183385   1623.47
      1       183272   1623.47
      1       183159   1623.47
      1       183046   1623.47
      1       182933   1623.47
      1       182820   1623.47
      1       182707   1623.47
      1       182594   1623.47
      1       182481   1623.47
      1       182368   1623.47
      1       182255   1623.47
      1       182142   1623.47
      1       182029   1623.47
      1       181916   1623.47
      1       181803   1623.47
      1       181691   1623.47
      1       181579   1623.47
      1       181467   1623.47
      1       181355   1623.47
      1       181243   1623.47
      1       181131   1623.47
      1       181019   1623.47
      1       180907   1623.47
      1       180795   1623.47
      1       180683   1623.47
      1       180571   1623.47
      1       180459   1623.47
      1       180347   1623.47
      1       180235   1623.47
      1       180123   1623.47
      1       180012   1623.47
      1       179901   1623.47
      1       179790   1623.47
      1       179679   1623.47
      1       179568   1623.47
      1       179457   1623.47
      1       179346   1623.47
      1       179235   1623.47
      1       179124   1623.47
      1       179013   1623.47
      1       178902   1623.47
      1       178791   1623.47
      1       178680   1623.47
      1       178569   1623.47
      1       178459   1623.47
      1       178349   1623.47
      1       178239   1623.47
      1       178129   1623.47
      1       178019   1623.47
      1       177909   1623.47
      1       177799   1623.47
      1       177689   1623.47
      1       177579   1623.47
      1       177469   1623.47
      1       177359   1623.47
      1       177249   1623.47
      1       177139   1623.47
      1       177029   1623.47
      1       176919   1623.47
      1       176810   1623.47
      1       176701   1623.47
      1       176592   1623.47
      1       176483   1623.47
      1       176374   1623.47
      1       176265   1623.47
      1       176156   1623.47
      1       176047   1623.47
      1       175938   1623.47
      1       175829   1623.47
      1       175720   1623.47
      1       175611   1623.47
      1       175502   1623.47
      1       175393   1623.47
      1       175284   1623.47
      1       175176   1623.47
      1       175068   1623.47
      1       174960   1623.47
      1       174852   1623.47
      1       174744   1623.47
      1       174636   1623.47
      1       174528   1623.47
      1       174420   1623.47
      1       174312   1623.47
      1       174204   1623.47
      1       174096   1623.47
      1       173988   1623.47
      1       173880   1623.47
      1       173772   1623.47
      1       173664   1623.47
      1       173557   1623.47
      1       173450   1623.47
      1       173343   1623.47
      1       173236   1623.47
      1       173129   1623.47
      1       173022   1623.47
      1       172915   1623.47
      1       172808   1623.47
      1       172701   1623.47
      1       172594   1623.47
      1       172487   1623.47
      1       172380   1623.47
      1       172273   1623.47
      1       172166   1623.47
      1       172059   1623.47
      1       171953   1623.47
      1       171847   1623.47
      1       171741   1623.47
      1       171635   1623.47
      1       171529   1623.47
      1       171423   1623.47
      1       171317   1623.47
      1       171211   1623.47
      1       171105   1623.47
      1       170999   1623.47
      1       170893   1623.47
      1       170787   1623.47
      1       170681   1623.47
      1       170575   1623.47
      1       170469   1623.47
      1       170363   1623.47
      1       170258   1623.47
      1       170153   1623.47
      1       170048   1623.47
      1       169943   1623.47
      1       169838   1623.47
      1       169733   1623.47
      1       169628   1623.47
      1       169523   1623.47
      1       169418   1623.47
      1       169313   1623.47
      1       169208   1623.47
      1       169103   1623.47
      1       168998   1623.47
      1       168893   1623.47
      1       168788   1623.47
      1       168684   1623.47
      1       168580   1623.47
      1       168476   1623.47
      1       168372   1623.47
      1       168268   1623.47
      1       168164   1623.47
      1       168060   1623.47
      1       167956   1623.47
      1       167852   1623.47
      1       167748   1623.47
      1       167644   1623.47
      1       167540   1623.47
      1       167436   1623.47
      1       167332   1623.47
      1       167228   1623.47
      1       167124   1623.47
      1       167021   1623.47
      1       166918   1623.47
      1       166815   1623.47
      1       166712   1623.47
      1       166609   1623.47
      1       166506   1623.47
      1       166403   1623.47
      1       166300   1623.47
      1       166197   1623.47
      1       166094   1623.47
      1       165991   1623.47
      1       165888   1623.47
      1       165785   1623.47
      1       165682   1623.47
      1       165579   1623.47
      1       165477   1623.47
      1       165375   1623.47
      1       165273   1623.47
      1       165171   1623.47
      1       165069   1623.47
      1       164967   1623.47
      1       164865   1623.47
      1       164763   1623.47
      1       164661   1623.47
      1       164559   1623.47
      1       164457   1623.47
      1       164355   1623.47
      1       164253   1623.47
      1       164151   1623.47
      1       164049   1623.47
      1       163947   1623.47
      1       163846   1623.47
      1       163745   1623.47
      1       163644   1623.47
      1       163543   1623.47
      1       163442   1623.47
      1       163341   1623.47
      1       163240   1623.47
      1       163139   1623.47
      1       163038   1623.47
      1       162937   1623.47
      1       162836   1623.47
      1       162735   1623.47
      1       162634   1623.47
      1       162533   1623.47
      1       162432   1623.47
      1       162331   1623.47
      1       162231   1623.47
      1       162131   1623.47
      1       162031   1623.47
      1       161931   1623.47
      1       161831   1623.47
      1       161731   1623.47
      1       161631   1623.47
      1       161531   1623.47
      1       161431   1623.47
      1       161331   1623.47
      1       161231   1623.47
      1       161131   1623.47
      1       161031   1623.47
      1       160931   1623.47
      1       160831   1623.47
      1       160731   1623.47
      1       160631   1623.47
      1       160532   1623.47
      1       160433   1623.47
      1       160334   1623.47
      1       160235   1623.47
      1       160136   1623.47
      1       160037   1623.47
      1       159938   1623.47
      1       159839   1623.47
      1       159740   1623.47
      1       159641   1623.47
      1       159542   1623.47
      1       159443   1623.47
      1       159344   1623.47
      1       159245   1623.47
      1       159146   1623.47
      1       159047   1623.47
      1       158949   1623.47
      1       158851   1623.47
      1       158753   1623.47
      1       158655   1623.47
      1       158557   1623.47
      1       158459   1623.47
      1       158361   1623.47
      1       158263   1623.47
      1       158165   1623.47
      1       158067   1623.47
      1       157969   1623.47
      1       157871   1623.47
      1       157773   1623.47
      1       157675   1623.47
      1       157577   1623.47
      1       157479   1623.47
      1       157381   1623.47
      1       157284   1623.47
      1       157187   1623.47
      1       157090   1623.47
      1       156993   1623.47
      1       156896   1623.47
      1       156799   1623.47
      1       156702   1623.47
      1       156605   1623.47
      1       156508   1623.47
      1       156411   1623.47
      1       156314   1623.47
      1       156217   1623.47
      1       156120   1623.47
      1       156023   1623.47
      1       155926   1623.47
      1       155829   1623.47
      1       155733   1623.47
      1       155637   1623.47
      1       155541   1623.47
      1       155445   1623.47
      1       155349   1623.47
      1       155253   1623.47
      1       155157   1623.47
      1       155061   1623.47
      1       154965   1623.47
      1       154869   1623.47
      1       154773   1623.47
      1       154677   1623.47
      1       154581   1623.47
      1       154485   1623.47
      1       154389   1623.47
      1       154293   1623.47
      1       154197   1623.47
      1       154102   1623.47
      1       154007   1623.47
      1       153912   1623.47
      1       153817   1623.47
      1       153722   1623.47
      1       153627   1623.47
      1       153532   1623.47
      1       153437   1623.47
      1       153342   1623.47
      1       153247   1623.47
      1       153152   1623.47
      1       153057   1623.47
      1       152962   1623.47
      1       152867   1623.47
      1       152772   1623.47
      1       152677   1623.47
      1       152582   1623.47
      1       152488   1623.47
      1       152394   1623.47
      1       152300   1623.47
      1       152206   1623.47
      1       152112   1623.47
      1       152018   1623.47
      1       151924   1623.47
      1       151830   1623.47
      1       151736   1623.47
      1       151642   1623.47
      1       151548   1623.47
      1       151454   1623.47
      1       151360   1623.47
      1       151266   1623.47
      1       151172   1623.47
      1       151078   1623.47
      1       150984   1623.47
      1       150890   1623.47
      1       150797   1623.47
      1       150704   1623.47
      1       150611   1623.47
      1       150518   1623.47
      1       150425   1623.47
      1       150332   1623.47
      1       150239   1623.47
      1       150146   1623.47
      1       150053   1623.47
      1       149960   1623.47
      1       149867   1623.47
      1       149774   1623.47
      1       149681   1623.47
      1       149588   1623.47
      1       149495   1623.47
      1       149402   1623.47
      1       149309   1623.47
      1       149217   1623.47
      1       149125   1623.47
      1       149033   1623.47
      1       148941   1623.47
      1       148849   1623.47
      1       148757   1623.47
      1       148665   1623.47
      1       148573   1623.47
      1       148481   1623.47
      1       148389   1623.47
      1       148297   1623.47
      1       148205   1623.47
      1       148113   1623.47
      1       148021   1623.47
      1       147929   1623.47
      1       147837   1623.47
      1       147745   1623.47
      1       147653   1623.47
      1       147562   1623.47
      1       147471   1623.47
      1       147380   1623.47
      1       147289   1623.47
      1       147198   1623.47
      1       147107   1623.47
      1       147016   1623.47
      1       146925   1623.47
      1       146834   1623.47
      1       146743   1623.47
      1       146652   1623.47
      1       146561   1623.47
      1       146470   1623.47
      1       146379   1623.47
      1       146288   1623.47
      1       146197   1623.47
      1       146106   1623.47
      1       146016   1623.47
      1       145926   1623.47
      1       145836   1623.47
      1       145746   1623.47
      1       145656   1623.47
      1       145566   1623.47
      1       145476   1623.47
      1       145386   1623.47
      1       145296   1623.47
      1       145206   1623.47
      1       145116   1623.47
      1       145026   1623.47
      1       144936   1623.47
      1       144846   1623.47
      1       144756   1623.47
      1       144666   1623.47
      1       144576   1623.47
      1       144486   1623.47
      1       144397   1623.47
      1       144308   1623.47
      1       144219   1623.47
      1       144130   1623.47
      1       144041   1623.47
      1       143952   1623.47
      1       143863   1623.47
      1       143774   1623.47
      1       143685   1623.47
      1       143596   1623.47
      1       143507   1623.47
      1       143418   1623.47
      1       143329   1623.47
      1       143240   1623.47
      1       143151   1623.47
      1       143062   1623.47
      1       142973   1623.47
      1       142884   1623.47
      1       142795   1623.47
      1       142707   1623.47
      1       142619   1623.47
      1       142531   1623.47
      1       142443   1623.47
      1       142355   1623.47
      1       142267   1623.47
      1       142179   1623.47
      1       142091   1623.47
      1       142003   1623.47
      1       141915   1623.47
      1       141827   1623.47
      1       141739   1623.47
      1       141651   1623.47
      1       141563   1623.47
      1       141475   1623.47
      1       141387   1623.47
      1       141299   1623.47
      1       141211   1623.47
      1       141124   1623.47
      1       141037   1623.47
      1       140950   1623.47
      1       140863   1623.47
      1       140776   1623.47
      1       140689   1623.47
      1       140602   1623.47
      1       140515   1623.47
      1       140428   1623.47
      1       140341   1623.47
      1       140254   1623.47
      1       140167   1623.47
      1       140080   1623.47
      1       139993   1623.47
      1       139906   1623.47
      1       139819   1623.47
      1       139732   1623.47
      1       139645   1623.47
      1       139558   1623.47
      1       139472   1623.47
      1       139386   1623.47
      1       139300   1623.47
      1       139214   1623.47
      1       139128   1623.47
      1       139042   1623.47
      1       138956   1623.47
      1       138870   1623.47
      1       138784   1623.47
      1       138698   1623.47
      1       138612   1623.47
      1       138526   1623.47
      1       138440   1623.47
      1       138354   1623.47
      1       138268   1623.47
      1       138182   1623.47
      1       138096   1623.47
      1       138010   1623.47
      1       137924   1623.47
      1       137839   1623.47
      1       137754   1623.47
